name,month,Number of incoming visits,Number of outgoing visits (no regI to regI),Number of outgoing visits (with regI to regI),to Acton,to Adams-Normandie,to Agoura Hills,to Agua Dulce,to Alhambra,to Alondra Park,to Altadena,to Angeles Crest,to Arcadia,to Arleta,to Arlington Heights,to Artesia,to Athens,to Atwater Village,to Avalon,to Avocado Heights,to Azusa,to Baldwin Hills/Crenshaw,to Baldwin Park,to Bel-Air,to Bellflower,to Bell Gardens,to Bell,to Beverly Crest,to Beverly Grove,to Beverly Hills,to Beverlywood,to Boyle Heights,to Bradbury,to Brentwood,to Broadway-Manchester,to Burbank,to Calabasas,to Canoga Park,to Carson,to Carthay,to Castaic Canyons,to Castaic,to Central-Alameda,to Century City,to Cerritos,to Charter Oak,to Chatsworth,to Chatsworth Reservoir,to Chesterfield Square,to Cheviot Hills,to Chinatown,to Citrus,to Claremont,to Commerce,to Compton,to Covina,to Cudahy,to Culver City,to Cypress Park,to Del Aire,to Del Rey,to Desert View Highlands,to Diamond Bar,to Downey,to Downtown,to Duarte,to Eagle Rock,to East Compton,to East Hollywood,to East La Mirada,to East Los Angeles,to East Pasadena,to East San Gabriel,to Echo Park,to Elizabeth Lake,to El Monte,to El Segundo,to El Sereno,to Elysian Park,to Elysian Valley,to Encino,to Exposition Park,to Fairfax,to Florence-Firestone,to Florence,to Gardena,to Glassell Park,to Glendale,to Glendora,to Gramercy Park,to Granada Hills,to Green Meadows,to Green Valley,to Griffith Park,to Hacienda Heights,to Hancock Park,to Hansen Dam,to Harbor City,to Harbor Gateway,to Harvard Heights,to Harvard Park,to Hasley Canyon,to Hawaiian Gardens,to Hawthorne,to Hermosa Beach,to Hidden Hills,to Highland Park,to Historic South-Central,to Hollywood Hills,to Hollywood Hills West,to Hollywood,to Huntington Park,to Hyde Park,to Industry,to Inglewood,to Irwindale,to Jefferson Park,to Koreatown,to La Canada Flintridge,to La Crescenta-Montrose,to Ladera Heights,to La Habra Heights,to Lake Balboa,to Lake Hughes,to Lake Los Angeles,to Lake View Terrace,to Lakewood,to La Mirada,to Lancaster,to La Puente,to Larchmont,to La Verne,to Lawndale,to Leimert Park,to Lennox,to Leona Valley,to Lincoln Heights,to Littlerock,to Lomita,to Long Beach,to Lopez/Kagel Canyons,to Los Feliz,to Lynwood,to Malibu,to Manchester Square,to Manhattan Beach,to Marina del Rey,to Mar Vista,to Mayflower Village,to Maywood,to Mid-City,to Mid-Wilshire,to Mission Hills,to Monrovia,to Montebello,to Montecito Heights,to Monterey Park,to Mount Washington,to Northeast Antelope Valley,to North El Monte,to North Hills,to North Hollywood,to Northridge,to Northwest Antelope Valley,to Northwest Palmdale,to North Whittier,to Norwalk,to Pacific Palisades,to Pacoima,to Palmdale,to Palms,to Palos Verdes Estates,to Panorama City,to Paramount,to Pasadena,to Pico Rivera,to Pico-Robertson,to Pico-Union,to Playa del Rey,to Playa Vista,to Pomona,to Porter Ranch,to Quartz Hill,to Ramona,to Rancho Dominguez,to Rancho Palos Verdes,to Rancho Park,to Redondo Beach,to Reseda,to Ridge Route,to Rolling Hills Estates,to Rolling Hills,to Rosemead,to Rowland Heights,to San Dimas,to San Fernando,to San Gabriel,to San Marino,to San Pasqual,to San Pedro,to Santa Clarita,to Santa Fe Springs,to Santa Monica,to Sawtelle,to Sepulveda Basin,to Shadow Hills,to Sherman Oaks,to Sierra Madre,to Signal Hill,to Silver Lake,to South Diamond Bar,to Southeast Antelope Valley,to South El Monte,to South Gate,to South Park,to South Pasadena,to South San Gabriel,to South San Jose Hills,to South Whittier,to Stevenson Ranch,to Studio City,to Sunland,to Sun Valley,to Sun Village,to Sylmar,to Tarzana,to Temple City,to Toluca Lake,to Topanga,to Torrance,to Tujunga Canyons,to Tujunga,to Unincorporated Catalina Island,to Unincorporated Santa Monica Mountains,to Unincorporated Santa Susana Mountains,to Universal City,to University Park,to Valinda,to Valley Glen,to Valley Village,to Val Verde,to Van Nuys,to Venice,to Vermont Knolls,to Vermont-Slauson,to Vermont Square,to Vermont Vista,to Vernon,to Veterans Administration,to View Park-Windsor Hills,to Vincent,to Walnut,to Walnut Park,to Watts,to West Adams,to West Carson,to Westchester,to West Compton,to West Covina,to West Hills,to West Hollywood,to Westlake,to Westlake Village,to West Los Angeles,to Westmont,to West Puente Valley,to West San Dimas,to West Whittier-Los Nietos,to Westwood,to Whittier,to Whittier Narrows,to Willowbrook,to Wilmington,to Windsor Square,to Winnetka,to Woodland Hills
West Adams,6,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westchester,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Hills,6,57421,22732,36539,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,7190,0,0,0,0,0,0,0,0,1093,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,102,0,0,0,0,8,0,0,0,0,0,4,745,0,36,0,0,0,8,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,112,0,0,0,0,0,0,4,0,0,0,0,152,0,0,8,0,0,0,0,12,0,0,8,0,0,13,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,158,156,1445,0,0,0,0,0,95,0,0,0,194,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,415,0,0,12,0,0,0,0,0,0,0,0,0,0,204,4,158,0,73,1041,0,16,0,0,85,8,0,0,0,0,0,0,144,70,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,6452
West Hollywood,6,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westlake,6,1091,490,514,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,46,0,114,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilmington,6,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnetka,6,25428,32745,38267,0,0,12,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,7454,0,0,0,0,0,0,0,0,2994,42,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,141,0,0,0,0,20,0,0,0,0,0,0,532,0,24,0,0,0,20,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,29,29,130,4,0,0,0,0,0,4,0,0,0,0,335,0,0,12,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,36,0,0,4,0,0,0,0,0,0,0,178,0,0,4,0,0,0,0,509,263,6148,0,0,0,0,0,242,0,0,0,411,0,0,0,0,0,0,0,0,878,0,0,0,13,0,0,2024,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,25,308,0,0,8,0,0,0,0,0,0,0,0,0,0,185,16,267,0,146,1302,0,8,0,0,182,16,0,0,0,0,0,0,217,28,0,1012,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5522,2719
Woodland Hills,6,80571,24122,40228,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,4,0,4,0,5104,0,0,0,0,0,0,0,0,711,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,101,0,0,0,0,12,0,0,0,0,0,4,1643,0,36,0,0,0,12,0,0,0,240,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,47,8,134,0,0,0,0,0,0,4,0,0,0,0,193,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,53,0,0,4,0,0,0,0,100,161,1145,0,0,0,0,0,57,0,0,0,93,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,703,0,0,20,0,0,0,0,0,0,0,0,0,0,356,4,157,0,48,2739,0,38,0,0,160,12,0,0,4,0,0,0,171,58,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7563,4,4,0,0,0,0,0,0,0,0,0,0,4,0,605,16106
Agoura Hills,7,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arleta,7,442,12875,12911,0,0,0,0,0,0,0,0,0,36,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,40,0,92,0,0,0,0,16,0,0,0,0,0,0,128,0,4,0,0,0,20,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,32,4,86,0,0,0,0,0,0,8,0,0,0,0,72,0,0,84,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,26,0,0,4,0,0,0,0,0,0,0,957,0,0,0,0,4,0,0,568,450,992,0,0,0,0,0,1952,0,0,0,1845,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,289,0,0,26,0,0,0,0,0,0,0,0,0,0,126,16,902,0,375,103,0,20,0,0,61,33,0,0,0,0,0,0,369,60,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,82,127
Arlington Heights,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atwater Village,7,14379,1099,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,107,0,102,0,0,0,0,29,0,0,0,0,0,4,8,0,12,0,0,0,171,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,64,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,0,48,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,0,0,12,24,4,0,0,0,0,0,31,0,0,0,12,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,115,0,0,0,0,0,0,0,0,0,0,63,12,20,0,4,21,0,6,0,0,8,4,0,0,0,0,0,0,13,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Baldwin Hills/Crenshaw,7,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Crest,7,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Grove,7,6988,564,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,36,0,0,0,0,4,0,0,0,0,0,0,20,0,85,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,12,36,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,32,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Beverly Hills,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverlywood,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyle Heights,7,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brentwood,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,7,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
